image_name,polygon,wavelength_nm,slaughter,session,day,Marbling,Meat Color,Texture,Surface Moisture,Total,image_path
140111102836_s13_540nm_day1,2105 836; 2618 836; 2618 1604; 2105 1604,540,140111102836,s13,1,8,7,6,5,6,
140111102836_s13_580nm_day1,1998 1046; 2534 1046; 2534 1611; 1998 1611,580,140111102836,s13,1,8,7,6,5,6,
140111102836_s14_430nm_day1,1998 849; 2447 849; 2447 1566; 1998 1566,430,140111102836,s14,1,7,7,6,5,6,
140111102836_s14_540nm_day1,2069 713; 2554 713; 2554 1504; 2069 1504,540,140111102836,s14,1,7,7,6,5,6,
140111102836_s14_580nm_day1,2144 749; 2628 749; 2628 1562; 2144 1562,580,140111102836,s14,1,7,7,6,5,6,
140111102836_s15_430nm_day1,2224 726; 2767 726; 2767 1165; 2224 1165,430,140111102836,s15,1,7,7,5,5,5,
140111102836_s15_540nm_day1,2253 816; 2825 816; 2825 1298; 2253 1298,540,140111102836,s15,1,7,7,5,5,5,
140111102836_s15_580nm_day1,2228 823; 2799 823; 2799 1304; 2228 1304,580,140111102836,s15,1,7,7,5,5,5,
140111102836_s16_540nm_day1,2157 768; 2699 768; 2699 1301; 2157 1301,540,140111102836,s16,1,7,6,6,4,6,
140111102836_s16_580nm_day1,2140 839; 2702 839; 2702 1343; 2140 1343,580,140111102836,s16,1,7,6,6,4,6,
140111102842_s1_430nm_day1,2046 827; 2590 827; 2590 1763; 2046 1763,430,140111102842,s1,1,7,6,7,5,6,
140111102842_s1_540nm_day1,2102 755; 2593 755; 2593 1759; 2102 1759,540,140111102842,s1,1,7,6,7,5,6,
140111102842_s2_430nm_day1,1909 926; 2520 926; 2520 1654; 1909 1654,430,140111102842,s2,1,6,8,6,7,6,
140111102842_s2_540nm_day1,2018 942; 2580 942; 2580 1769; 2018 1769,540,140111102842,s2,1,6,8,6,7,6,
140111102842_s3_430nm_day1,1909 973; 2510 973; 2510 1759; 1909 1759,430,140111102842,s3,1,6,6,7,5,7,
140111102842_s3_540nm_day1,1859 1075; 2470 1075; 2470 1840; 1859 1840,540,140111102842,s3,1,6,6,7,5,7,
140111102842_s4_430nm_day1,2144 913; 2735 913; 2735 1630; 2144 1630,430,140111102842,s4,1,7,9,6,5,6,
140111102842_s4_540nm_day1,2086 913; 2628 913; 2628 1663; 2086 1663,540,140111102842,s4,1,7,9,6,5,6,
140111102842_s5_430nm_day1,2086 1007; 2699 1007; 2699 1688; 2086 1688,430,140111102842,s5,1,6,9,5,7,5,
140111102842_s5_540nm_day1,2098 1001; 2715 1001; 2715 1701; 2098 1701,540,140111102842,s5,1,6,9,5,7,5,
140111102842_s6_430nm_day1,1866 955; 2470 955; 2470 1669; 1866 1669,430,140111102842,s6,1,7,9,5,6,5,
140111102842_s6_540nm_day1,1973 917; 2557 917; 2557 1672; 1973 1672,540,140111102842,s6,1,7,9,5,6,5,
140111102842_s1_430nm_day7,2250 755; 2725 755; 2725 1695; 2250 1695,430,140111102842,s1,7,7,6,7,5,6,.\result\140111102842_day7\140111102842_day7\s1\140111102842_s1_430nm_day7.png
140111102842_s1_540nm_day7,2173 716; 2660 716; 2660 1664; 2173 1664,540,140111102842,s1,7,7,6,7,5,6,.\result\140111102842_day7\140111102842_day7\s1\140111102842_s1_540nm_day7.png
140111102842_s1_580nm_day7,2202 729; 2673 729; 2673 1688; 2202 1688,580,140111102842,s1,7,7,6,7,5,6,.\result\140111102842_day7\140111102842_day7\s1\140111102842_s1_580nm_day7.png
140111102842_s2_430nm_day7,2199 955; 2806 955; 2806 1898; 2199 1898,430,140111102842,s2,7,6,8,6,5,6,.\result\140111102842_day7\140111102842_day7\s2\140111102842_s2_430nm_day7.png
140111102842_s2_540nm_day7,2050 965; 2654 965; 2654 1853; 2050 1853,540,140111102842,s2,7,6,8,6,5,6,.\result\140111102842_day7\140111102842_day7\s2\140111102842_s2_540nm_day7.png
140111102842_s2_580nm_day7,2089 952; 2686 952; 2686 1863; 2089 1863,580,140111102842,s2,7,6,8,6,5,6,.\result\140111102842_day7\140111102842_day7\s2\140111102842_s2_580nm_day7.png
140111102842_s3_430nm_day7,2050 910; 2667 910; 2667 1704; 2050 1704,430,140111102842,s3,7,6,6,5,5,5,.\result\140111102842_day7\140111102842_day7\s3\140111102842_s3_430nm_day7.png
140111102842_s3_540nm_day7,2008 910; 2654 910; 2654 1688; 2008 1688,540,140111102842,s3,7,6,6,5,5,5,.\result\140111102842_day7\140111102842_day7\s3\140111102842_s3_540nm_day7.png
140111102842_s3_580nm_day7,2073 913; 2709 913; 2709 1704; 2073 1704,580,140111102842,s3,7,6,6,5,5,5,.\result\140111102842_day7\140111102842_day7\s3\140111102842_s3_580nm_day7.png
140111102842_s4_430nm_day7,1966 855; 2554 855; 2554 1556; 1966 1556,430,140111102842,s4,7,7,9,6,4,6,.\result\140111102842_day7\140111102842_day7\s4\140111102842_s4_430nm_day7.png
140111102842_s4_540nm_day7,1950 904; 2551 904; 2551 1611; 1950 1611,540,140111102842,s4,7,7,9,6,4,6,.\result\140111102842_day7\140111102842_day7\s4\140111102842_s4_540nm_day7.png
140111102842_s4_580nm_day7,2008 878; 2622 878; 2622 1562; 2008 1562,580,140111102842,s4,7,7,9,6,4,6,.\result\140111102842_day7\140111102842_day7\s4\140111102842_s4_580nm_day7.png
140111102842_s5_430nm_day7,2186 920; 2841 920; 2841 1666; 2186 1666,430,140111102842,s5,7,6,9,6,5,5,.\result\140111102842_day7\140111102842_day7\s5\140111102842_s5_430nm_day7.png
140111102842_s5_540nm_day7,2221 939; 2896 939; 2896 1688; 2221 1688,540,140111102842,s5,7,6,9,6,5,5,.\result\140111102842_day7\140111102842_day7\s5\140111102842_s5_540nm_day7.png
140111102842_s5_580nm_day7,2218 920; 2903 920; 2903 1650; 2218 1650,580,140111102842,s5,7,6,9,6,5,5,.\result\140111102842_day7\140111102842_day7\s5\140111102842_s5_580nm_day7.png
140111102842_s6_430nm_day7,2037 965; 2644 965; 2644 1743; 2037 1743,430,140111102842,s6,7,7,9,6,5,6,.\result\140111102842_day7\140111102842_day7\s6\140111102842_s6_430nm_day7.png
140111102842_s6_540nm_day7,2131 936; 2738 936; 2738 1759; 2131 1759,540,140111102842,s6,7,7,9,6,5,6,.\result\140111102842_day7\140111102842_day7\s6\140111102842_s6_540nm_day7.png
140111102842_s6_580nm_day7,2199 929; 2838 929; 2838 1714; 2199 1714,580,140111102842,s6,7,7,9,6,5,6,.\result\140111102842_day7\140111102842_day7\s6\140111102842_s6_580nm_day7.png
140111102843_s1_430nm_day1,2001 1046; 2663 1046; 2663 1712; 2001 1712,430,140111102843,s1,1,6,7,6,5,5,
140111102843_s1_540nm_day1,2073 1059; 2744 1059; 2744 1714; 2073 1714,540,140111102843,s1,1,6,7,6,5,5,
140111102843_s2_430nm_day1,2069 1020; 2418 1020; 2418 1805; 2069 1805,430,140111102843,s2,1,5,8,6,5,5,
140111102843_s2_540nm_day1,2109 770; 2701 770; 2701 2008; 2109 2008,540,140111102843,s2,1,5,8,6,5,5,
140111102843_s3_430nm_day1,2069 736; 2651 736; 2651 1995; 2069 1995,430,140111102843,s3,1,6,4,4,5,3,
140111102843_s3_540nm_day1,2144 723; 2673 723; 2673 2008; 2144 2008,540,140111102843,s3,1,6,4,4,5,3,
140111102843_s1_430nm_day7,2024 1049; 2651 1049; 2651 1847; 2024 1847,430,140111102843,s1,7,6,7,6,5,6,.\result\140111102843_day7\140111102843_day7\s1\140111102843_s1_430nm_day7.png
140111102843_s1_540nm_day7,1985 1078; 2628 1078; 2628 1818; 1985 1818,540,140111102843,s1,7,6,7,6,5,6,.\result\140111102843_day7\140111102843_day7\s1\140111102843_s1_540nm_day7.png
140111102843_s1_580nm_day7,2053 997; 2699 997; 2699 1763; 2053 1763,580,140111102843,s1,7,6,7,6,5,6,.\result\140111102843_day7\140111102843_day7\s1\140111102843_s1_580nm_day7.png
140111102843_s2_430nm_day7,2092 920; 2702 920; 2702 1766; 2092 1766,430,140111102843,s2,7,5,8,6,5,6,.\result\140111102843_day7\140111102843_day7\s2\140111102843_s2_430nm_day7.png
140111102843_s2_540nm_day7,2150 900; 2741 900; 2741 1759; 2150 1759,540,140111102843,s2,7,5,8,6,5,6,.\result\140111102843_day7\140111102843_day7\s2\140111102843_s2_540nm_day7.png
140111102843_s2_580nm_day7,2128 926; 2735 926; 2735 1772; 2128 1772,580,140111102843,s2,7,5,8,6,5,6,.\result\140111102843_day7\140111102843_day7\s2\140111102843_s2_580nm_day7.png
140111102843_s3_430nm_day7,2318 571; 2925 571; 2925 1640; 2318 1640,430,140111102843,s3,7,6,6,5,4,7,.\result\140111102843_day7\140111102843_day7\s3\140111102843_s3_430nm_day7.png
140111102843_s3_540nm_day7,2831 565; 2276 565; 2831 1675; 2276 1675,540,140111102843,s3,7,6,6,5,4,7,.\result\140111102843_day7\140111102843_day7\s3\140111102843_s3_540nm_day7.png
140111102843_s3_580nm_day7,2777 594; 2276 565; 2777 1714; 2218 1714,580,140111102843,s3,7,6,6,5,4,7,.\result\140111102843_day7\140111102843_day7\s3\140111102843_s3_580nm_day7.png
140113800666_s1_430nm_day1,2102 794; 2589 794; 2589 1743; 2102 1743,430,140113800666,s1,1,7,9,6,5,6,
140113800666_s1_540nm_day1,2176 808; 2669 808; 2669 1804; 2176 1804,540,140113800666,s1,1,7,9,6,5,6,
140113800666_s1_580nm_day1,2069 804; 2573 804; 2573 1801; 2069 1801,580,140113800666,s1,1,7,9,6,5,6,
140113800666_s2_430nm_day1,2079 910; 2702 910; 2702 1698; 2079 1698,430,140113800666,s2,1,6,6,6,5,7,
140113800666_s2_540nm_day1,2163 807; 2676 807; 2676 1824; 2163 1824,540,140113800666,s2,1,6,6,6,5,7,
140113800666_s2_580nm_day1,2060 891; 2676 891; 2676 1750; 2060 1750,580,140113800666,s2,1,6,6,6,5,7,
140113800666_s3_430nm_day1,2086 894; 2767 894; 2767 1750; 2086 1750,430,140113800666,s3,1,7,8,6,4,7,
140113800666_s3_540nm_day1,1985 827; 2650 827; 2650 1731; 1985 1731,540,140113800666,s3,1,7,8,6,4,7,
140113800666_s3_580nm_day1,2031 752; 2699 752; 2699 1659; 2031 1659,580,140113800666,s3,1,7,8,6,4,7,
140113800666_s4_430nm_day1,1985 929; 2680 929; 2680 1627; 1985 1627,430,140113800666,s4,1,6,7,6,4,6,
140113800666_s4_540nm_day1,1969 900; 2657 900; 2657 1672; 1969 1672,540,140113800666,s4,1,6,7,6,4,6,
140113800666_s4_580nm_day1,2037 949; 2738 949; 2738 1704; 2037 1704,580,140113800666,s4,1,6,7,6,4,6,
140113800666_s5_430nm_day1,2040 878; 2751 878; 2751 1734; 2040 1734,430,140113800666,s5,1,6,8,6,4,7,
140113800666_s5_540nm_day1,2134 778; 2848 778; 2848 1624; 2134 1624,540,140113800666,s5,1,6,8,6,4,7,
140113800666_s5_580nm_day1,2228 774; 2893 774; 2893 1672; 2228 1672,580,140113800666,s5,1,6,8,6,4,7,
140113800666_s6_430nm_day1,2027 684; 2518 684; 2518 1759; 2027 1759,430,140113800666,s6,1,6,7,6,5,6,
140113800666_s6_540nm_day1,2033 598; 2533 598; 2533 1692; 2033 1692,540,140113800666,s6,1,6,7,6,5,6,
140113800666_s6_580nm_day1,1985 597; 2499 597; 2499 1659; 1985 1659,580,140113800666,s6,1,6,7,6,5,6,
140113800666_s7_430nm_day1,1943 881; 2718 881; 2718 1433; 1943 1433,430,140113800666,s7,1,6,8,6,5,6,
140113800666_s7_540nm_day1,1960 823; 2735 823; 2735 1417; 1960 1417,540,140113800666,s7,1,6,8,6,5,6,
140113800666_s7_580nm_day1,1885 842; 2676 842; 2676 1427; 1885 1427,580,140113800666,s7,1,6,8,6,5,6,
140113800666_s8_430nm_day1,2002 910; 2712 910; 2712 1724; 2002 1724,430,140113800666,s8,1,7,8,6,5,7,
140113800666_s8_540nm_day1,2027 935; 2762 935; 2762 1766; 2027 1766,540,140113800666,s8,1,7,8,6,5,7,
140113800666_s8_580nm_day1,2024 929; 2760 929; 2760 1763; 2024 1763,580,140113800666,s8,1,7,8,6,5,7,
140113800666_s9_430nm_day1,2115 923; 2544 923; 2544 1847; 2115 1847,430,140113800666,s9,1,6,8,6,5,6,
140113800666_s9_540nm_day1,2073 939; 2518 939; 2518 1840; 2073 1840,540,140113800666,s9,1,6,8,6,5,6,
140113800666_s9_580nm_day1,2176 929; 2609 929; 2609 1840; 2176 1840,580,140113800666,s9,1,6,8,6,5,6,
140113800666_s10_430nm_day1,1924 1023; 2712 1023; 2712 1666; 1924 1666,430,140113800666,s10,1,7,7,6,5,6,
140113800666_s10_540nm_day1,1866 1020; 2638 1020; 2638 1682; 1866 1682,540,140113800666,s10,1,7,7,6,5,6,
140113800666_s10_580nm_day1,1853 1081; 2693 1081; 2693 1659; 1853 1659,580,140113800666,s10,1,7,7,6,5,6,
140113800666_s11_430nm_day1,2076 891; 2612 891; 2612 1763; 2076 1763,430,140113800666,s11,1,6,8,5,5,6,
140113800666_s11_540nm_day1,2134 800; 2654 800; 2654 1695; 2134 1695,540,140113800666,s11,1,6,8,5,5,6,
140113800666_s11_580nm_day1,2024 842; 2541 842; 2541 1740; 2024 1740,580,140113800666,s11,1,6,8,5,5,6,
140113800666_s12_430nm_day1,1882 991; 2634 991; 2634 1682; 1882 1682,430,140113800666,s12,1,7,7,6,5,7,
140113800666_s12_540nm_day1,1895 1013; 2628 1013; 2628 1698; 1895 1698,540,140113800666,s12,1,7,7,6,5,7,
140113800666_s12_580nm_day1,1889 991; 2680 991; 2680 1601; 1889 1601,580,140113800666,s12,1,7,7,6,5,7,
140119100857_s1_430nm_day7,1992 941; 2644 941; 2644 1798; 1992 1798,430,140119100857,s1,7,7,8,7,7,6,.\result\140119100857_day7\140119100857_day7\s1\140119100857_s1_430nm_day7.png
140119100857_s1_540nm_day7,1982 949; 2718 949; 2718 1750; 1982 1750,540,140119100857,s1,7,7,8,7,7,6,.\result\140119100857_day7\140119100857_day7\s1\140119100857_s1_540nm_day7.png
140119100857_s2_430nm_day7,1950 978; 2628 978; 2628 1772; 1950 1772,430,140119100857,s2,7,7,6,7,6,6,.\result\140119100857_day7\140119100857_day7\s2\140119100857_s2_430nm_day7.png
140119100857_s2_540nm_day7,2011 988; 2660 988; 2660 1737; 2011 1737,540,140119100857,s2,7,7,6,7,6,6,.\result\140119100857_day7\140119100857_day7\s2\140119100857_s2_540nm_day7.png
140119100857_s3_430nm_day7,2069 913; 2618 913; 2618 1737; 2069 1737,430,140119100857,s3,7,8,6,7,6,6,.\result\140119100857_day7\140119100857_day7\s3\140119100857_s3_430nm_day7.png
140119100857_s3_540nm_day7,2082 858; 2082 858; 2082 858; 2082 1746,540,140119100857,s3,7,8,6,7,6,6,.\result\140119100857_day7\140119100857_day7\s3\140119100857_s3_540nm_day7.png
140119100857_s4_430nm_day7,1953 881; 2534 881; 2534 1717; 1953 1717,430,140119100857,s4,7,7,6,6,7,6,.\result\140119100857_day7\140119100857_day7\s4\140119100857_s4_430nm_day7.png
140119100857_s4_540nm_day7,1950 978; 2628 978; 2628 1772; 1950 1772,540,140119100857,s4,7,7,6,6,7,6,.\result\140119100857_day7\140119100857_day7\s4\140119100857_s4_540nm_day7.png
140119100857_s5_430nm_day7,1947 1043; 2473 1043; 2473 1708; 1947 1708,430,140119100857,s5,7,8,7,7,6,6,.\result\140119100857_day7\140119100857_day7\s5\140119100857_s5_430nm_day7.png
140119100857_s5_540nm_day7,1969 1023; 2547 1023; 2547 1695; 1969 1695,540,140119100857,s5,7,8,7,7,6,6,.\result\140119100857_day7\140119100857_day7\s5\140119100857_s5_540nm_day7.png
140119100857_s6_430nm_day7,1927 829; 2599 829; 2599 1598; 1927 1598,430,140119100857,s6,7,8,6,6,6,7,.\result\140119100857_day7\140119100857_day7\s6\140119100857_s6_430nm_day7.png
140119100857_s6_540nm_day7,1918 765; 2602 765; 2602 1524; 1918 1524,540,140119100857,s6,7,8,6,6,6,7,.\result\140119100857_day7\140119100857_day7\s6\140119100857_s6_540nm_day7.png
140119100857_s7_430nm_day7,2118 949; 2534 949; 2534 1633; 2118 1633,430,140119100857,s7,7,8,7,7,6,6,.\result\140119100857_day7\140119100857_day7\s7\140119100857_s7_430nm_day7.png
140119100857_s7_540nm_day7,2069 936; 2605 936; 2605 1556; 2069 1556,540,140119100857,s7,7,8,7,7,6,6,.\result\140119100857_day7\140119100857_day7\s7\140119100857_s7_540nm_day7.png
140119100857_s8_430nm_day7,1872 984; 2573 984; 2573 1688; 1872 1688,430,140119100857,s8,7,7,7,7,6,7,.\result\140119100857_day7\140119100857_day7\s8\140119100857_s8_430nm_day7.png
140119100857_s8_540nm_day7,1821 968; 2460 968; 2460 1721; 1821 1721,540,140119100857,s8,7,7,7,7,6,7,.\result\140119100857_day7\140119100857_day7\s8\140119100857_s8_540nm_day7.png
140119100857_s9_430nm_day7,2056 836; 2583 836; 2583 1663; 2056 1663,430,140119100857,s9,7,7,7,6,7,7,.\result\140119100857_day7\140119100857_day7\s9\140119100857_s9_430nm_day7.png
140119100857_s9_540nm_day7,1989 807; 2438 807; 2438 1730; 1989 1730,540,140119100857,s9,7,7,7,6,7,7,.\result\140119100857_day7\140119100857_day7\s9\140119100857_s9_540nm_day7.png
140119100857_s10_430nm_day7,2153 1004; 2573 1004; 2573 1843; 2153 1843,430,140119100857,s10,7,6,8,7,6,7,.\result\140119100857_day7\140119100857_day7\s10\140119100857_s10_430nm_day7.png
140119100857_s10_540nm_day7,2131 975; 2551 975; 2551 1795; 2131 1795,540,140119100857,s10,7,6,8,7,6,7,.\result\140119100857_day7\140119100857_day7\s10\140119100857_s10_540nm_day7.png
140119100857_s11_430nm_day7,2092 868; 2525 868; 2525 1692; 2092 1692,430,140119100857,s11,7,5,6,6,5,6,.\result\140119100857_day7\140119100857_day7\s11\140119100857_s11_430nm_day7.png
140119100857_s11_540nm_day7,2019 939; 2419 939; 2419 1786; 2019 1786,540,140119100857,s11,7,5,6,6,5,6,.\result\140119100857_day7\140119100857_day7\s11\140119100857_s11_540nm_day7.png
